                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     
S  | |V    | |     63337| |     33| |03/01/25| |    1154-1| |APRESUNTADO CHESTER LANCHE P/F| |  116408| |030/001/001 | |        0,63| |KG/00001  | |        20,51| |        12,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1176-2| |BUCHO BOVINO CONG KG (25) +++ | | 1080849| |043/002/001 | |       0,354| |KG/00001  | |        17,51| |         6,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1177-0| |CORACAO BOVINO CONG KG (30) ++| | 1080849| |043/002/001 | |         3,4| |KG/00001  | |        11,90| |        40,46| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1178-9| |FIGADO BOVINO CONG KG (30)+++ | | 1080849| |043/002/001 | |      16,239| |KG/00001  | |        10,95| |       177,81| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1179-7| |LINGUA BOVINA CONG KG (30) +++| | 1080849| |043/002/001 | |        4,67| |KG/00001  | |        15,90| |        74,26| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1180-0| |MOCOTO CONG KG (25) +++       | | 1080849| |043/002/001 | |        2,78| |KG/00001  | |         9,80| |        27,24| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1182-7| |PULMAO BOVINO CONG KG (25) +++| | 1080849| |043/002/001 | |      10,739| |KG/00001  | |         5,90| |        63,36| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1187-8| |QUEIJO FRIMESA MUSS.MINI KG (6| | 1028545| |033/009/003 | |       0,478| |KG/00001  | |        78,31| |        37,43| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1188-6| |QUEIJO FRIMESA PRATO MINI KG(6| | 1028545| |033/009/004 | |       1,996| |KG/00001  | |        78,30| |       156,29| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1205-0| |COXA S/COXA FG ASSADA KG      | | 2012537| |047/002/001 | |        2,96| |KG/00001  | |        35,90| |       106,26| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1239-4| |QUEIJO JONG REINO LTA A GRANEL| |  188093| |033/009/001 | |       0,204| |KG/00001  | |       154,22| |        31,46| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1246-7| |PAO RECH C/QUEIJO kg +++      | | 1023489| |035/001/001 | |       5,962| |KG/00001  | |        33,20| |       197,96| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1247-5| |TORRADA ESPECIAL KG           | | 1023489| |035/004/001 | |        3,14| |KG/00001  | |        16,90| |        53,06| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1287-4| |MELAO REI KG (10) +++         | | 7016522| |031/001/002 | |       40,66| |KG/00001  | |        14,38| |       584,69| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1291-2| |CARRE SUINO CONG A GRANEL KG (| |  123951| |041/002/001 | |      48,948| |KG/00001  | |        20,90| |     1.023,03| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1294-7| |GURIJUBA INTEIRA RESFRIADA KG | | 1006827| |034/004/001 | |       8,028| |KG/00001  | |        25,89| |       207,86| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1311-0| |AMEIXA NACIONAL KG +++        | | 1059963| |031/001/002 | |      13,125| |KG/00001  | |        27,80| |       364,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1354-4| |PRESUNTO SEARA COZ P/FATIAR KG| |  186929| |030/009/001 | |       2,288| |KG/00001  | |        35,40| |        81,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1368-4| |CAMARAO SALG WALMAR MED BAND K| | 7069804| |034/002/003 | |       4,994| |KG/00001  | |        75,90| |       379,06| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1380-3| |BACON A GRANEL KG (14)+++     | |  123951| |030/002/003 | |       2,766| |KG/00001  | |        25,90| |        71,64| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1450-8| |MANIVA MOIDA COZIDA A GRANEL K| |  269638| |031/006/006 | |        9,42| |KG/00001  | |         9,58| |        90,25| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1502-4| |PESCADA AMAR INTEIRA RESFRIADA| | 1006827| |034/004/001 | |       5,376| |KG/00001  | |        37,50| |       201,61| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1504-0| |FILE PESCADA AMAR RESF KG     | | 1006827| |034/004/002 | |       1,744| |KG/00001  | |        79,95| |       139,43| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1505-9| |FILHOTE INTEIRO RESFRIADO KG  | | 1006827| |034/004/001 | |       1,514| |KG/00001  | |        44,95| |        68,05| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1510-5| |MORTADELA SEARA DEFUMADA KG (1| |  186929| |030/007/001 | |       6,394| |KG/00001  | |        23,98| |       153,31| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1511-3| |DOURADA INTEIRA RESFRIADA KG  | | 1006827| |034/004/001 | |      35,382| |KG/00001  | |        27,95| |       988,93| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1512-1| |POSTA DOURADA RESFRIADA KG    | | 1006827| |034/004/002 | |       2,888| |KG/00001  | |        38,90| |       112,34| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1516-4| |BATATA DOCE AMARELA KG        | | 1059963| |031/003/002 | |        4,43| |KG/00001  | |        11,94| |        52,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1530-0| |PESCADA BCA GDE INTEIRA RESFRI| | 1006827| |034/004/001 | |      31,982| |KG/00001  | |        13,50| |       431,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1538-5| |BOLO CONF BACURI KG           | | 1023489| |045/001/001 | |       1,086| |KG/00001  | |        53,00| |        57,56| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1580-6| |LING PERDIGAO CALABRESA A GRAN| |  116408| |030/005/001 | |       6,902| |KG/00001  | |        29,90| |       206,39| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1585-7| |SOBREMESA LIDER KG            | | 2012537| |048/001/002 | |       0,192| |KG/00001  | |        32,03| |         6,15| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1600-4| |CALABRESA ASSADA KG           | | 2012537| |047/002/001 | |       1,644| |KG/00001  | |        58,91| |        96,84| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1641-1| |TAMUATA/CASCUDO INTEIRO GDE RE| | 1006827| |034/004/001 | |       2,224| |KG/00001  | |        15,40| |        34,25| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1680-2| |SERRA INTEIRA RESFRIADA KG    | | 1006827| |034/004/001 | |       4,468| |KG/00001  | |        17,50| |        78,21| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1684-5| |CORVINA INTEIRA RESFRIADA KG  | | 1006827| |034/004/001 | |       2,406| |KG/00001  | |        19,98| |        48,07| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1723-0| |ABOBORA JAPONESA KG (30)      | | 1059963| |031/001/002 | |       1,887| |KG/00001  | |         6,95| |        13,11| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| |    1743-4| |CAMARAO ROSA C/CASCA A GRANEL | |  241105| |034/002/002 | |       0,708| |KG/00001  | |        99,94| |        70,76| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1746-9| |FEIJAO TROPEIRO kg (ROT)      | | 2012537| |047/003/001 | |       3,792| |KG/00001  | |        39,91| |       151,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1756-6| |MANTEIGA TOURINHO A GRANEL KG | | 1053302| |003/003/005 | |        3,82| |KG/00001  | |        56,91| |       217,39| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1757-4| |COXAO DURO/PAULISTA KG +++    | | 1080849| |038/001/001 | |      51,664| |KG/00001  | |        37,90| |     1.958,08| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1758-2| |PATINHO/CABECA LOMBO KG+++    | | 1080849| |038/001/001 | |        16,3| |KG/00001  | |        45,80| |       746,55| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1759-0| |PEITO S/OSSO KG +++           | | 1080849| |038/002/001 | |       4,875| |KG/00001  | |        35,90| |       175,01| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1761-2| |ALCATRA C/MAMINHA KG +++      | | 1080849| |038/001/001 | |       68,88| |KG/00001  | |        49,80| |     3.430,21| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1762-0| |COXAO MOLE/CHA DENTRO KG +++  | | 1080849| |038/001/001 | |       162,4| |KG/00001  | |        37,50| |     6.090,37| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1763-9| |CONTRA FILE KG +++            | | 1080849| |038/001/001 | |      17,438| |KG/00001  | |        46,80| |       816,11| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1764-7| |FILE BOVINO S/CORDAO KG +++   | | 1080849| |038/001/001 | |      30,697| |KG/00001  | |        79,80| |     2.449,63| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1765-5| |LAGARTO KG +++                | | 1080849| |038/001/001 | |      32,724| |KG/00001  | |        42,95| |     1.405,49| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1770-1| |MAMINHA KG +++                | | 1080849| |038/001/001 | |      16,525| |KG/00001  | |        49,80| |       822,93| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1784-1| |FRALDINHA RESFRIADA KG +++    | | 1080849| |038/001/001 | |      22,237| |KG/00001  | |        43,90| |       976,19| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1788-4| |BISTECA BOVINA KG+++          | | 1080849| |038/001/003 | |      89,936| |KG/00001  | |        31,50| |     2.833,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1791-4| |CUPIM BOVINO RESF KG +++      | | 1080849| |038/002/001 | |      12,847| |KG/00001  | |        35,80| |       459,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1793-0| |MUSCULO KG +++                | | 1080849| |038/001/001 | |       9,862| |KG/00001  | |        29,80| |       293,88| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1794-9| |AGULHA S/OSSO (ACEM) KG +++   | | 1080849| |038/002/001 | |       5,811| |KG/00001  | |        35,90| |       208,61| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1795-7| |PA S/OSSO (PALETA) KG +++     | | 1080849| |038/002/001 | |       5,049| |KG/00001  | |        37,50| |       189,34| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1796-5| |PEITO C/OSSO KG +++           | | 1080849| |038/002/002 | |      87,972| |KG/00001  | |        22,95| |     2.018,95| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1797-3| |COSTELA BOVINO KG +++         | | 1080849| |038/002/002 | |      43,131| |KG/00001  | |        22,95| |       989,88| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1798-1| |OSSO BUCO KG +++              | | 1080849| |038/002/002 | |      14,794| |KG/00001  | |        22,95| |       339,51| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1800-7| |COSTELA BOVINO PONTA AGULHA KG| | 1080849| |038/002/006 | |      57,794| |KG/00001  | |        21,90| |     1.265,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1802-3| |AGULHA C/OSSO kg +++          | | 1080849| |038/002/002 | |     254,954| |KG/00001  | |        22,95| |     5.851,23| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1803-1| |PA C/OSSO KG +++              | | 1080849| |038/002/002 | |     142,072| |KG/00001  | |        23,80| |     3.381,34| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1816-3| |OSSO BANDEJA KG               | | 1080849| |038/002/006 | |      41,582| |KG/00001  | |        11,90| |       494,82| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1817-1| |CARNE P/STROGONOFF KG         | | 1080849| |038/001/002 | |       0,646| |KG/00001  | |        49,91| |        32,24| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1821-0| |BIFE COXAO MOLE/CHA KG        | | 1080849| |038/001/006 | |      25,772| |KG/00001  | |        49,80| |     1.283,46| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1822-8| |BIFE ALCATRA KG               | | 1080849| |038/001/006 | |      22,238| |KG/00001  | |        56,80| |     1.263,12| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1824-4| |BIFE P/MILANESA KG            | | 1080849| |038/001/006 | |       2,928| |KG/00001  | |        48,50| |       142,01| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1825-2| |BIFE PALHA KG                 | | 1080849| |038/001/006 | |       3,324| |KG/00001  | |        51,89| |       172,49| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1829-5| |BIFE CABECA LOMBO KG          | | 1080849| |038/001/006 | |        9,94| |KG/00001  | |        48,50| |       482,09| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1835-0| |CARNE MOIDA TRASEIRA (1o) +++ | | 1037285| |038/001/001 | |      73,876| |KG/00001  | |        39,90| |     2.947,67| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1839-2| |BUCHO BOVINO RESF KG +++      | | 1080849| |043/001/001 | |       18,86| |KG/00001  | |        18,90| |       356,47| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |    1841-4| |CORACAO BOVINO RESFRIADO KG ++| | 1080849| |043/001/001 | |      16,154| |KG/00001  | |        17,95| |       289,96| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
